bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,price
4.0,2.5,8.064636475774222,9.99442454752823,2.0,0,3,3,8.064636475774222,0,3.044522437723423,0,419,1,5,0,736500.0
3.0,2.25,7.605890001053122,8.699514748210191,1.0,0,0,3,7.1929342212158,680,3.828641396489095,0,4111,3,1,0,570000.0
3.0,1.75,7.1929342212158,8.922658299524402,1.0,0,0,3,7.1929342212158,0,4.0943445622221,17,766,2,26,0,787000.0
4.0,2.5,7.7706452341291765,8.779557455883728,2.0,0,0,3,7.7706452341291765,0,3.1354942159291497,15,3236,7,20,0,328000.0
5.0,2.0,7.517520850603031,9.131297164635729,1.0,0,0,4,7.3395376954076745,300,4.3694478524670215,63,759,0,14,0,435000.0
4.0,2.5,7.975908360165538,8.776321456449958,2.0,0,0,3,7.975908360165538,0,2.70805020110221,0,3239,15,27,0,499000.0
4.0,1.0,7.635303886259415,8.925188429378027,1.0,0,0,3,7.05617528410041,910,4.060443010546419,13,2765,2,45,0,501000.0
4.0,2.5,7.590852123688581,8.946765374867635,2.5,0,0,3,7.371489295214277,0,3.367295829986474,0,334,3,8,0,1090000.0
2.0,1.0,6.733401891837359,8.61431990214696,1.0,0,0,3,6.733401891837359,0,4.189654742026425,16,4040,0,40,0,400000.0
4.0,1.5,7.122866658599083,9.169518377455928,1.0,0,0,3,7.122866658599083,0,3.912023005428146,0,3004,9,11,0,220000.0
4.0,1.0,7.237059026124737,8.352318548226004,1.0,0,0,3,6.956545443151569,340,4.574710978503383,10,624,0,0,0,657100.0
4.0,2.75,7.745002803515839,8.517193191416238,2.0,0,0,3,7.745002803515839,0,2.70805020110221,0,3158,12,10,0,309950.0
3.0,2.0,6.956545443151569,9.217514575724183,1.0,0,0,3,6.956545443151569,0,3.5553480614894135,0,565,20,52,0,300000.0
5.0,1.75,7.843848638152472,11.182669864959387,1.0,0,0,5,7.501082124259871,740,4.110873864173311,0,3689,5,13,0,525888.0
4.0,1.75,7.605890001053122,8.1886891244442,1.5,0,0,3,7.605890001053122,0,4.77912349311153,0,2301,0,47,0,740000.0
5.0,1.0,7.02108396428914,9.107421317968342,1.5,0,0,4,7.02108396428914,0,4.07753744390572,0,3857,4,7,0,340000.0
3.0,2.5,7.709756864454165,8.294049640102028,2.0,0,0,3,7.709756864454165,0,4.204692619390966,16,3855,0,23,0,398750.0
2.0,1.0,6.697034247666484,8.875985891325971,1.0,0,0,5,6.697034247666484,0,4.343805421853684,0,1623,14,30,0,206000.0
5.0,2.75,8.06777619577889,9.736251633160215,1.0,0,3,3,7.432483807917119,0,3.8066624897703196,0,1816,2,4,0,1030000.0
3.0,1.75,7.4205789054108005,10.587568761082327,1.0,0,0,4,7.4205789054108005,0,3.8066624897703196,29,3507,8,22,0,600000.0
4.0,1.75,7.585788821732034,9.147294070258548,1.0,0,0,5,7.038783541388542,830,4.110873864173311,0,2243,10,14,0,379950.0
3.0,1.0,7.27931883541462,8.699514748210191,1.0,0,0,4,7.27931883541462,0,4.219507705176107,38,4302,0,24,0,287000.0
7.0,2.25,7.590852123688581,8.946765374867635,3.0,0,4,3,7.371489295214277,0,3.091042453358316,0,413,3,8,0,460943.46153850004
3.0,2.5,7.539027055823995,8.966738978759576,2.0,0,0,3,7.539027055823995,0,3.295836866004329,0,3786,1,60,0,309950.0
3.0,1.75,7.539027055823995,8.757783656334167,1.0,0,0,4,6.946975992135418,840,4.330733340286331,0,4057,0,3,0,600000.0
3.0,2.0,7.251344983372214,8.704502289721232,1.5,0,0,4,7.251344983372214,0,4.51085950651685,0,1058,0,0,0,418000.0
4.0,2.0,7.299797366758161,8.254268770090183,1.5,0,0,5,7.299797366758161,0,4.532599493153256,51,3381,0,14,0,449250.0
2.0,1.0,7.038783541388542,8.565983355585669,1.5,0,0,4,7.038783541388542,0,4.276666119016055,36,1631,0,14,0,329950.0
3.0,1.75,7.560080465021827,9.138414632404594,1.0,0,0,3,6.907755278982137,920,3.6109179126442243,0,3741,7,32,0,245000.0
4.0,2.5,7.975908360165538,8.754318540250866,2.0,0,0,3,7.975908360165538,0,2.5649493574615367,0,1240,1,5,0,549000.0
3.0,2.5,8.083328608786376,8.969160133175821,2.0,0,0,3,8.083328608786376,0,3.295836866004329,0,3755,8,22,0,800000.0
3.0,2.0,7.346010209913293,9.618468597503831,1.0,0,0,4,7.346010209913293,0,4.143134726391533,49,474,1,5,0,249950.0
5.0,2.0,7.6255950721324535,9.230142999272362,1.0,0,0,3,7.265429723253953,620,4.174387269895637,20,3447,17,41,0,210000.0
2.0,2.5,7.705262474866325,8.294049640102028,2.0,0,0,3,7.705262474866325,0,3.044522437723423,0,2497,0,28,0,1425000.0
2.0,1.0,7.478734825567875,9.064157861798101,1.5,0,0,3,7.326465613840322,250,4.276666119016055,23,180,0,2,0,585000.0
4.0,1.75,7.7406644019172415,9.367344120785848,1.0,0,0,4,7.580699752224563,340,3.784189633918261,0,2113,3,1,0,615000.0
3.0,2.0,7.495541943884256,8.517193191416238,1.0,0,0,4,6.984716320118266,720,4.3694478524670215,39,4411,0,3,0,618500.0
4.0,1.75,7.605890001053122,9.128153700988236,1.0,0,0,3,7.293017679772782,540,3.784189633918261,17,3784,4,7,0,487585.0
3.0,2.5,7.489970898834801,7.90100705199242,2.0,0,0,3,7.489970898834801,0,2.3978952727983707,0,3905,5,13,0,509900.0
4.0,2.5,7.799753318287247,8.802522498284421,2.0,0,0,3,7.799753318287247,0,1.9459101490553132,0,240,0,2,0,631625.0
3.0,2.5,7.570443252057374,8.074337694089515,2.0,0,0,3,7.570443252057374,0,2.4849066497880004,0,3944,5,13,0,555000.0
2.0,1.5,7.05617528410041,7.271008538280992,2.0,0,0,3,7.05617528410041,0,2.995732273553991,0,2438,0,23,0,340000.0
4.0,2.5,8.131530710604252,9.179056081936416,2.0,0,0,3,8.131530710604252,0,2.6390573296152584,0,1051,3,1,0,830000.0
4.0,2.25,7.590852123688581,8.656955133791396,2.0,0,0,3,8.134467570277563,1010,2.70805020110221,0,2837,5,13,0,890000.0
3.0,3.0,7.359467638255621,7.6093665379542115,3.0,0,0,3,7.359467638255621,0,2.5649493574615367,0,2869,0,16,0,366750.0
3.0,2.25,7.3901814282264295,6.905753276311464,2.5,0,0,3,7.3395376954076745,80,2.3978952727983707,0,634,5,18,0,415000.0
3.0,2.5,7.249925536717988,6.8966943316227125,3.0,0,0,3,7.249925536717988,0,2.772588722239781,0,4347,0,3,0,416286.0
3.0,2.5,8.019612794400267,8.419580362549237,2.0,0,0,3,8.019612794400267,0,2.6390573296152584,0,1544,1,21,0,478000.0
5.0,3.5,7.590852123688581,8.699514748210191,2.0,0,0,3,8.070906088787819,0,2.70805020110221,0,1015,5,13,0,890000.0
2.0,2.5,7.371489295214277,7.262628600974241,2.0,0,0,3,7.371489295214277,0,1.9459101490553132,0,55,5,18,0,419190.0
4.0,2.5,7.803843303538772,8.353968130313271,2.0,0,0,3,7.803843303538772,0,2.0794415416798357,98,35,3,1,0,712198.0
4.0,2.0,7.272398392570047,8.946374826141717,1.0,0,0,3,7.090076835776092,240,3.912023005428146,0,646,4,7,0,397000.0
2.0,2.0,7.003065458786462,8.006367567650246,1.5,0,0,3,7.003065458786462,0,4.6913478822291435,16,1022,0,2,0,450000.0
3.0,1.0,7.2078598714324755,8.954156966583772,1.0,0,0,4,6.756932389247553,490,4.30406509320417,33,2162,0,16,0,353000.0
4.0,2.5,7.673223121121708,10.54484131366684,2.0,0,0,3,7.673223121121708,0,3.58351893845611,0,126,3,1,0,609000.0
3.0,1.75,7.306531398939505,9.031931152002144,1.0,0,0,4,6.917705609835305,480,3.828641396489095,0,1057,19,6,0,234000.0
3.0,2.0,7.600902459542082,8.85366542803745,2.0,0,0,3,7.600902459542082,0,4.653960350157523,35,3312,0,40,0,561000.0
2.0,1.0,6.937314081223682,8.389359819906353,1.0,0,0,3,6.937314081223682,0,4.574710978503383,10,3165,0,2,0,469000.0
2.0,1.0,6.579251212010101,8.80792062205398,1.0,0,0,3,6.579251212010101,0,4.3694478524670215,22,1095,0,2,0,329350.0
5.0,2.0,7.61085279039525,8.517193191416238,1.5,0,0,4,7.61085279039525,0,4.418840607796598,0,3446,0,2,0,488000.0
3.0,1.75,7.365180126021013,9.005895898094458,1.0,0,1,4,7.003065458786462,480,4.07753744390572,0,2217,17,41,0,279900.0
4.0,2.5,7.6544432264701125,9.536040511615484,2.0,0,0,3,7.6544432264701125,0,3.5263605246161616,21,2096,5,13,0,606000.0
4.0,2.0,7.170119543449628,8.861350110795998,1.0,0,0,3,7.170119543449628,0,4.2626798770413155,8,3099,0,42,0,312000.0
3.0,1.5,7.396335293800808,8.919319398258887,1.0,0,1,3,7.05617528410041,470,4.394449154672439,25,4402,0,3,0,650000.0
4.0,2.75,8.122668023346407,8.999989642460726,1.0,0,3,3,7.585788821732034,0,3.9318256327243257,7,4046,0,40,0,1135000.0
4.0,2.5,7.5443321080536885,8.72518249495877,1.0,0,0,3,6.887552571664617,910,3.713572066704308,0,1985,0,33,0,325000.0
4.0,2.0,7.326465613840322,8.9850695596458,1.0,0,0,5,7.326465613840322,0,3.9889840465642745,0,3252,3,7,0,425000.0
2.0,1.0,6.802394763324311,8.548691858475609,1.0,0,0,3,6.802394763324311,0,4.23410650459726,13,4307,0,33,0,219000.0
3.0,1.0,6.956545443151569,8.835501457409778,1.0,0,0,3,6.956545443151569,0,4.204692619390966,16,2331,10,14,0,250000.0
3.0,1.75,7.138866999945524,8.779557455883728,1.0,0,0,4,7.138866999945524,0,4.007333185232471,0,2943,2,45,0,390000.0
6.0,3.0,8.151909872940905,8.946765374867635,1.5,0,0,3,8.151909872940905,0,4.574710978503383,10,3891,16,31,0,475000.0
4.0,2.5,7.736307096548285,9.396570945266852,2.0,0,0,4,7.736307096548285,0,3.4965075614664802,0,3734,2,4,0,736000.0
4.0,2.25,7.940939762327791,10.060491301345794,1.0,0,1,3,7.444248649496705,1100,4.143134726391533,17,1660,17,41,0,407000.0
3.0,2.5,7.408530566894626,9.533582619826515,2.0,0,0,3,7.408530566894626,0,3.1354942159291497,15,3538,3,22,0,272000.0
3.0,2.25,7.402451520818244,9.573176298028388,1.0,0,0,4,7.038783541388542,500,4.060443010546419,0,954,14,22,0,362000.0
3.0,2.5,7.52294091807237,9.221181395154058,2.0,0,0,3,7.52294091807237,0,3.4011973816621555,0,823,4,7,0,535000.0
4.0,2.5,7.600902459542082,8.592300663903043,2.0,0,0,3,7.600902459542082,0,2.8903717578961645,0,357,6,6,0,284000.0
3.0,1.5,7.251344983372214,9.174402265170553,1.0,0,0,3,7.251344983372214,0,4.0943445622221,17,2989,10,43,0,367500.0
4.0,1.75,7.313220387090301,9.358760377094455,1.0,0,0,4,6.907755278982137,500,4.189654742026425,12,1732,16,31,0,379900.0
3.0,2.5,7.807916628926408,10.912995366121416,2.0,0,0,4,7.807916628926408,0,3.713572066704308,0,3368,1,5,0,520000.0
3.0,1.0,6.917705609835305,8.858510813033927,1.0,0,0,3,6.917705609835305,0,4.204692619390966,16,1506,1,22,0,175000.0
2.0,2.25,7.114769448366463,6.834108738813838,2.0,0,0,3,6.927557906278317,210,2.833213344056216,18,2853,0,28,0,460000.0
4.0,2.5,7.754052639035757,8.249575150000199,2.0,0,0,3,7.754052639035757,0,2.6390573296152584,0,1502,1,12,0,345000.0
5.0,2.5,7.7142311448490855,8.958025443361693,1.0,0,0,3,7.200424892944957,900,3.7612001156935624,0,636,4,7,0,455000.0
4.0,3.0,7.803843303538772,9.22197245620589,1.0,0,0,5,7.365180126021013,870,3.9889840465642745,0,1759,2,4,0,610000.0
4.0,3.0,8.039157390473237,9.647304147143718,2.0,0,0,3,7.783224016336037,700,3.2188758248682006,0,1771,16,31,0,563000.0
4.0,2.0,7.630461261783627,8.517193191416238,1.0,0,0,3,6.937314081223682,1030,4.276666119016055,8,4115,0,2,0,612500.0
3.0,1.75,7.52294091807237,8.946895523888447,1.0,0,0,3,7.1853870155804165,530,3.7376696182833684,7,3757,9,11,0,218000.0
4.0,1.75,7.517520850603031,9.279866434624793,1.0,0,0,3,6.866933284461882,880,4.143134726391533,17,2350,2,45,0,404000.0
4.0,2.0,8.226840890408578,10.386438255536065,2.0,0,0,3,7.371489295214277,0,3.044522437723423,0,3758,3,8,0,860000.0
3.0,1.5,7.258412150595307,9.057189192482008,1.0,0,0,3,7.258412150595307,0,4.07753744390572,18,3375,9,11,0,136500.0
3.0,1.0,7.31986492980897,8.713253274320705,1.0,0,0,4,6.756932389247553,650,4.394449154672439,20,4249,0,3,0,313950.0
3.0,1.75,7.6638772587034705,8.779557455883728,1.0,0,2,3,7.064759027791802,960,4.204692619390966,16,4060,0,29,0,575000.0
4.0,2.25,8.157657015196472,8.840145877949938,2.0,0,0,4,7.731930721948486,1210,4.532599493153256,0,3489,0,29,0,1225000.0
3.0,1.75,7.396335293800808,9.375854810453756,1.0,0,0,4,7.396335293800808,0,3.912023005428146,0,2750,18,46,0,280000.0
3.0,2.5,7.489970898834801,8.877242435993919,2.0,0,0,3,7.489970898834801,0,3.4657359027997265,0,1016,8,9,0,515000.0
4.0,2.5,7.600902459542082,8.64541048921699,2.0,0,0,3,7.600902459542082,0,3.2188758248682006,0,249,16,31,0,513000.0
4.0,2.25,7.723120092266331,10.306616600846745,2.0,0,0,4,7.24422751560335,860,3.784189633918261,0,953,2,4,0,599000.0
4.0,2.5,8.016317898503415,8.970050661827003,2.0,0,0,3,8.016317898503415,0,3.091042453358316,0,3994,8,9,0,685000.0
3.0,1.5,7.177782416195197,9.006999447958153,1.0,0,0,3,7.177782416195197,0,4.2626798770413155,16,993,0,14,0,365000.0
4.0,2.5,8.263590432617319,9.585346272599638,2.0,0,0,3,7.371489295214277,0,3.5263605246161616,21,942,8,9,0,762300.0
4.0,3.25,8.23217423638394,9.298351249298896,1.5,0,0,5,7.783224016336037,0,4.2626798770413155,0,397,0,48,0,1580000.0
