bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,index,price
4.0,2.5,7.835974581721567,9.203617826215355,2.0,0,2,3,7.6058900010531225,520,3.4339872044851463,12,1866,7,22,70,331950.0
3.0,2.5,7.955074273262697,8.872066513408342,2.0,0,0,3,7.595889917718537,860,3.7135720667043084,0,1079,0,35,71,783500.0
4.0,2.0,7.731930721948487,8.701180027529253,1.0,0,0,3,7.0387835413885425,1140,4.795790545596741,16,2191,0,35,72,628000.0
3.0,2.5,7.549609165154532,9.076123029856372,2.0,0,0,3,7.549609165154532,0,3.5263605246161616,21,196,8,8,73,560000.0
3.0,1.0,7.1929342212158,11.264105066866035,1.0,0,0,3,7.1929342212158,0,4.532599493153255,67,4391,4,16,74,900000.0
2.0,3.0,7.146772179452637,7.0690234265782586,2.0,0,0,3,7.01211529430638,160,3.0445224377234235,0,4135,0,0,75,531000.0
4.0,3.0,7.6824824465345065,8.294049640102028,2.0,0,0,4,7.383989457978508,560,3.6635616461296463,10,3758,0,28,76,831000.0
4.0,2.5,7.912056888179006,9.23805281054272,2.0,0,2,3,7.912056888179006,0,3.218875824868201,0,969,8,8,77,780000.0
4.0,2.5,7.659171367666057,9.230339058482873,1.0,0,0,4,7.390181428226429,500,4.110873864173311,20,1496,2,59,78,755000.0
3.0,2.5,7.820037989458753,8.376320632534823,2.0,0,0,3,7.820037989458753,0,2.8903717578961645,0,4102,5,18,79,705380.0
4.0,2.25,7.595889917718537,8.950532836290384,1.0,0,0,3,7.098375638590786,780,3.8712010109078916,8,1850,5,13,80,627000.0
4.0,3.0,8.213381737034572,9.199481628641307,2.0,0,0,3,7.371489295214277,0,3.1354942159291497,15,2994,8,20,81,865000.0
2.0,1.0,7.8399193600125825,8.853665428037448,1.0,0,0,5,7.1853870155804165,1220,4.3694478524670215,0,2396,0,24,82,580000.0
3.0,2.25,7.495541943884256,10.510641019929098,1.0,0,0,4,7.215239978730098,440,3.7612001156935615,21,2022,5,13,83,410000.0
4.0,3.0,7.757906208351747,8.860499167616016,1.0,0,0,4,7.200424892944957,1000,3.737669618283368,0,797,4,7,84,485000.0
2.0,1.75,7.654443226470112,9.161045080251306,1.0,0,0,2,7.654443226470112,0,4.290459441148391,0,3567,10,17,85,400000.0
2.0,1.0,7.0387835413885425,8.594154232552366,1.0,0,0,5,7.0387835413885425,0,4.727387818712341,0,2089,0,28,86,549000.0
3.0,1.75,7.299797366758161,7.68937110752969,2.5,0,0,3,7.299797366758161,0,2.772588722239781,0,922,4,16,87,620000.0
2.0,3.0,7.2513449833722134,7.122866658599082,2.0,0,0,3,7.0387835413885425,270,2.7080502011022096,0,60,0,40,88,405000.0
2.0,1.0,7.090076835776093,8.995040974685024,1.0,0,0,4,7.090076835776093,0,4.143134726391533,49,321,17,41,89,232000.0
5.0,2.5,8.064636475774222,9.53285855926342,2.0,0,0,4,8.064636475774222,0,3.4339872044851463,0,4355,4,16,90,800866.0
3.0,1.5,7.67786350067821,9.104979856318355,1.0,0,2,4,7.244227515603349,760,4.276666119016055,36,1239,0,43,91,650000.0
6.0,1.75,7.979338895262327,8.517193191416238,2.5,0,0,4,7.930206206684683,140,4.727387818712341,0,1334,0,35,92,823000.0
3.0,2.0,7.762170607138205,8.648221453822641,1.5,0,0,4,7.501082124259871,540,4.4067192472642525,32,3252,0,28,93,770000.0
3.0,1.75,7.352441100243581,8.616133139271142,1.0,0,0,4,6.659293919683638,780,4.343805421853683,0,2498,0,29,94,524000.0
5.0,2.75,7.9157131993821155,9.039077442538963,1.0,0,0,4,7.22256601882217,0,4.110873864173311,20,1230,2,4,95,541125.0
3.0,2.5,7.426549072397305,7.600902459542082,3.0,0,0,3,7.426549072397305,0,4.718498871295094,23,3083,0,48,96,670000.0
5.0,2.5,8.035926369891792,9.453286550586572,1.0,0,0,3,7.467371066917559,0,3.970291913552122,24,1518,9,11,97,384900.0
3.0,2.25,7.2513449833722134,7.194436851100335,3.0,0,0,3,7.2513449833722134,0,2.772588722239781,0,684,0,0,98,406100.0
5.0,3.5,8.296546520300614,9.04899722156742,2.0,0,1,5,7.955074273262697,1160,3.912023005428147,0,1517,0,48,99,1395000.0
4.0,2.5,8.064636475774222,9.99442454752823,2.0,0,3,3,8.064636475774222,0,3.0445224377234235,0,1703,1,5,100,736500.0
3.0,2.25,7.6058900010531225,8.699514748210191,1.0,0,0,3,7.1929342212158,680,3.828641396489095,0,4382,3,1,101,570000.0
3.0,1.75,7.1929342212158,8.922658299524402,1.0,0,0,3,7.1929342212158,0,4.0943445622220995,17,3542,2,26,102,787000.0
4.0,2.5,7.770645234129176,8.779557455883728,2.0,0,0,3,7.770645234129176,0,3.1354942159291497,15,3625,7,22,103,328000.0
5.0,2.0,7.517520850603031,9.131297164635725,1.0,0,0,4,7.339537695407674,300,4.3694478524670215,63,2969,0,14,104,435000.0
4.0,2.5,7.975908360165538,8.776321456449956,2.0,0,0,3,7.975908360165538,0,2.7080502011022096,0,3898,15,27,105,499000.0
4.0,1.0,7.635303886259416,8.925188429378029,1.0,0,0,3,7.0561752841004095,910,4.060443010546419,13,99,2,46,106,501000.0
4.0,2.5,7.590852123688581,8.946765374867635,2.5,0,0,3,7.371489295214277,0,3.3672958299864737,0,1687,3,9,107,1090000.0
2.0,1.0,6.733401891837358,8.61431990214696,1.0,0,0,3,6.733401891837358,0,4.189654742026425,16,3790,0,40,108,400000.0
4.0,1.5,7.122866658599082,9.169518377455928,1.0,0,0,3,7.122866658599082,0,3.912023005428147,0,3768,9,11,109,220000.0
4.0,1.0,7.237059026124737,8.352318548226004,1.0,0,0,3,6.956545443151568,340,4.574710978503383,10,1170,0,0,110,657100.0
4.0,2.75,7.745002803515838,8.517193191416238,2.0,0,0,3,7.745002803515838,0,2.7080502011022096,0,1763,12,10,111,309950.0
3.0,2.0,6.956545443151568,9.217514575724183,1.0,0,0,3,6.956545443151568,0,3.555348061489413,0,1738,20,52,112,300000.0
5.0,1.75,7.843848638152473,11.182669864959388,1.0,0,0,5,7.501082124259871,740,4.110873864173311,0,4200,5,13,113,525888.0
4.0,1.75,7.6058900010531225,8.188689124444199,1.5,0,0,3,7.6058900010531225,0,4.7791234931115305,0,2325,0,49,114,740000.0
5.0,1.0,7.021083964289139,9.107421317968342,1.5,0,0,4,7.021083964289139,0,4.07753744390572,0,2912,4,7,115,340000.0
3.0,2.5,7.709756864454165,8.294049640102028,2.0,0,0,3,7.709756864454165,0,4.204692619390967,16,1270,0,23,116,398750.0
2.0,1.0,6.697034247666483,8.875985891325971,1.0,0,0,5,6.697034247666483,0,4.343805421853683,0,4417,14,31,117,206000.0
5.0,2.75,8.06777619577889,9.736251633160217,1.0,0,3,3,7.432483807917119,0,3.80666248977032,0,2815,2,4,118,1030000.0
3.0,1.75,7.4205789054108,10.587568761082329,1.0,0,0,4,7.4205789054108,0,3.80666248977032,29,997,8,20,119,600000.0
4.0,1.75,7.585788821732034,9.147294070258548,1.0,0,0,5,7.0387835413885425,830,4.110873864173311,0,1163,10,14,120,379950.0
3.0,1.0,7.279318835414621,8.699514748210191,1.0,0,0,4,7.279318835414621,0,4.219507705176107,38,2231,0,24,121,287000.0
7.0,2.25,7.590852123688581,8.946765374867635,3.0,0,4,3,7.371489295214277,0,3.0910424533583165,0,3241,3,9,122,460943.4615385
3.0,2.5,7.539027055823995,8.966738978759576,2.0,0,0,3,7.539027055823995,0,3.2958368660043287,0,4329,1,60,123,309950.0
3.0,1.75,7.539027055823995,8.757783656334167,1.0,0,0,4,6.9469759921354175,840,4.330733340286331,0,4082,0,3,124,600000.0
3.0,2.0,7.2513449833722134,8.704502289721233,1.5,0,0,4,7.2513449833722134,0,4.51085950651685,0,1055,0,0,125,418000.0
4.0,2.0,7.299797366758161,8.254268770090183,1.5,0,0,5,7.299797366758161,0,4.532599493153255,51,3728,0,14,126,449250.0
2.0,1.0,7.0387835413885425,8.565983355585669,1.5,0,0,4,7.0387835413885425,0,4.276666119016055,36,1013,0,14,127,329950.0
3.0,1.75,7.560080465021827,9.138414632404594,1.0,0,0,3,6.907755278982138,920,3.610917912644224,0,2905,7,30,128,245000.0
4.0,2.5,7.975908360165538,8.754318540250866,2.0,0,0,3,7.975908360165538,0,2.5649493574615367,0,1579,1,5,129,549000.0
3.0,2.5,8.083328608786376,8.96916013317582,2.0,0,0,3,8.083328608786376,0,3.2958368660043287,0,4493,8,20,130,800000.0
3.0,2.0,7.346010209913294,9.618468597503833,1.0,0,0,4,7.346010209913294,0,4.143134726391533,49,2566,1,5,131,249950.0
5.0,2.0,7.625595072132453,9.230142999272363,1.0,0,0,3,7.265429723253952,620,4.174387269895637,20,2216,17,41,132,210000.0
2.0,2.5,7.705262474866324,8.294049640102028,2.0,0,0,3,7.705262474866324,0,3.0445224377234235,0,1423,0,28,133,1425000.0
2.0,1.0,7.478734825567875,9.0641578617981,1.5,0,0,3,7.326465613840322,250,4.276666119016055,23,2266,0,2,134,585000.0
4.0,1.75,7.7406644019172415,9.367344120785848,1.0,0,0,4,7.580699752224562,340,3.7841896339182615,0,1083,3,1,135,615000.0
3.0,2.0,7.495541943884256,8.517193191416238,1.0,0,0,4,6.984716320118267,720,4.3694478524670215,39,4298,0,3,136,618500.0
4.0,1.75,7.6058900010531225,9.128153700988237,1.0,0,0,3,7.293017679772782,540,3.7841896339182615,17,4377,4,7,137,487585.0
3.0,2.5,7.489970898834801,7.90100705199242,2.0,0,0,3,7.489970898834801,0,2.3978952727983707,0,3103,5,13,138,509900.0
4.0,2.5,7.799753318287247,8.802522498284421,2.0,0,0,3,7.799753318287247,0,1.9459101490553128,0,1410,0,2,139,631625.0
3.0,2.5,7.570443252057373,8.074337694089515,2.0,0,0,3,7.570443252057373,0,2.4849066497880004,0,4437,5,13,140,555000.0
2.0,1.5,7.0561752841004095,7.271008538280992,2.0,0,0,3,7.0561752841004095,0,2.9957322735539913,0,1769,0,23,141,340000.0
4.0,2.5,8.131530710604252,9.179056081936416,2.0,0,0,3,8.131530710604252,0,2.6390573296152584,0,2132,3,1,142,830000.0
4.0,2.25,7.590852123688581,8.656955133791397,2.0,0,0,3,8.134467570277563,1010,2.7080502011022096,0,621,5,13,143,890000.0
3.0,3.0,7.359467638255621,7.6093665379542115,3.0,0,0,3,7.359467638255621,0,2.5649493574615367,0,2279,0,15,144,366750.0
3.0,2.25,7.390181428226429,6.905753276311464,2.5,0,0,3,7.339537695407674,80,2.3978952727983707,0,487,5,18,145,415000.0
3.0,2.5,7.249925536717987,6.8966943316227125,3.0,0,0,3,7.249925536717987,0,2.772588722239781,0,532,0,3,146,416286.0
3.0,2.5,8.019612794400267,8.419580362549237,2.0,0,0,3,8.019612794400267,0,2.6390573296152584,0,1457,1,21,147,478000.0
5.0,3.5,7.590852123688581,8.699514748210191,2.0,0,0,3,8.070906088787819,0,2.7080502011022096,0,897,5,13,148,890000.0
2.0,2.5,7.371489295214277,7.262628600974241,2.0,0,0,3,7.371489295214277,0,1.9459101490553128,0,43,5,18,149,419190.0
4.0,2.5,7.8038433035387715,8.353968130313271,2.0,0,0,3,7.8038433035387715,0,2.079441541679836,98,40,3,1,150,712198.0
4.0,2.0,7.2723983925700475,8.946374826141716,1.0,0,0,3,7.090076835776093,240,3.912023005428147,0,2265,4,7,151,397000.0
2.0,2.0,7.0030654587864625,8.006367567650246,1.5,0,0,3,7.0030654587864625,0,4.691347882229144,16,4357,0,2,152,450000.0
3.0,1.0,7.2078598714324755,8.954156966583772,1.0,0,0,4,6.756932389247552,490,4.30406509320417,33,2209,0,15,153,353000.0
4.0,2.5,7.673223121121707,10.54484131366684,2.0,0,0,3,7.673223121121707,0,3.58351893845611,0,3294,3,1,154,609000.0
3.0,1.75,7.306531398939504,9.031931152002144,1.0,0,0,4,6.917705609835306,480,3.828641396489095,0,4305,19,6,155,234000.0
3.0,2.0,7.600902459542082,8.853665428037448,2.0,0,0,3,7.600902459542082,0,4.653960350157523,35,961,0,40,156,561000.0
2.0,1.0,6.937314081223682,8.389359819906353,1.0,0,0,3,6.937314081223682,0,4.574710978503383,10,1618,0,2,157,469000.0
2.0,1.0,6.579251212010101,8.807920622053981,1.0,0,0,3,6.579251212010101,0,4.3694478524670215,22,2270,0,2,158,329350.0
5.0,2.0,7.61085279039525,8.517193191416238,1.5,0,0,4,7.61085279039525,0,4.418840607796597,0,3407,0,2,159,488000.0
3.0,1.75,7.365180126021014,9.005895898094458,1.0,0,1,4,7.0030654587864625,480,4.07753744390572,0,3888,17,41,160,279900.0
4.0,2.5,7.654443226470112,9.536040511615486,2.0,0,0,3,7.654443226470112,0,3.5263605246161616,21,774,5,13,161,606000.0
4.0,2.0,7.170119543449628,8.861350110795998,1.0,0,0,3,7.170119543449628,0,4.262679877041316,8,1599,0,42,162,312000.0
3.0,1.5,7.396335293800808,8.919319398258887,1.0,0,1,3,7.0561752841004095,470,4.394449154672439,25,2992,0,3,163,650000.0
4.0,2.75,8.122668023346407,8.999989642460726,1.0,0,3,3,7.585788821732034,0,3.9318256327243257,7,793,0,40,164,1135000.0
4.0,2.5,7.544332108053688,8.72518249495877,1.0,0,0,3,6.887552571664617,910,3.7135720667043084,0,533,0,33,165,325000.0
4.0,2.0,7.326465613840322,8.985069559645801,1.0,0,0,5,7.326465613840322,0,3.9889840465642745,0,3321,3,7,166,425000.0
2.0,1.0,6.802394763324312,8.548691858475609,1.0,0,0,3,6.802394763324312,0,4.23410650459726,13,1322,0,33,167,219000.0
3.0,1.0,6.956545443151568,8.835501457409778,1.0,0,0,3,6.956545443151568,0,4.204692619390967,16,4458,10,14,168,250000.0
3.0,1.75,7.138866999945524,8.779557455883728,1.0,0,0,4,7.138866999945524,0,4.007333185232471,0,4313,2,46,169,390000.0
6.0,3.0,8.151909872940905,8.946765374867635,1.5,0,0,3,8.151909872940905,0,4.574710978503383,10,114,16,32,170,475000.0
4.0,2.5,7.736307096548286,9.396570945266852,2.0,0,0,4,7.736307096548286,0,3.49650756146648,0,2245,2,4,171,736000.0
4.0,2.25,7.940939762327791,10.060491301345794,1.0,0,1,3,7.444248649496705,1100,4.143134726391533,17,494,17,41,172,407000.0
3.0,2.5,7.408530566894625,9.533582619826516,2.0,0,0,3,7.408530566894625,0,3.1354942159291497,15,2038,3,22,173,272000.0
3.0,2.25,7.402451520818245,9.573176298028386,1.0,0,0,4,7.0387835413885425,500,4.060443010546419,0,3814,14,22,174,362000.0
3.0,2.5,7.52294091807237,9.221181395154057,2.0,0,0,3,7.52294091807237,0,3.4011973816621555,0,1734,4,7,175,535000.0
4.0,2.5,7.600902459542082,8.592300663903043,2.0,0,0,3,7.600902459542082,0,2.8903717578961645,0,3109,6,6,176,284000.0
3.0,1.5,7.2513449833722134,9.174402265170553,1.0,0,0,3,7.2513449833722134,0,4.0943445622220995,17,1753,10,43,177,367500.0
4.0,1.75,7.3132203870903005,9.358760377094457,1.0,0,0,4,6.907755278982138,500,4.189654742026425,12,1575,16,32,178,379900.0
3.0,2.5,7.8079166289264075,10.912995366121416,2.0,0,0,4,7.8079166289264075,0,3.7135720667043084,0,2327,1,5,179,520000.0
3.0,1.0,6.917705609835306,8.858510813033927,1.0,0,0,3,6.917705609835306,0,4.204692619390967,16,3596,1,22,180,175000.0
2.0,2.25,7.114769448366463,6.834108738813838,2.0,0,0,3,6.927557906278317,210,2.8332133440562166,18,2228,0,28,181,460000.0
4.0,2.5,7.754052639035757,8.249575150000199,2.0,0,0,3,7.754052639035757,0,2.6390573296152584,0,887,1,12,182,345000.0
5.0,2.5,7.714231144849085,8.958025443361693,1.0,0,0,3,7.200424892944957,900,3.7612001156935615,0,98,4,7,183,455000.0
4.0,3.0,7.8038433035387715,9.22197245620589,1.0,0,0,5,7.365180126021014,870,3.9889840465642745,0,524,2,4,184,610000.0
4.0,3.0,8.039157390473237,9.647304147143716,2.0,0,0,3,7.783224016336037,700,3.218875824868201,0,664,16,32,185,563000.0
4.0,2.0,7.630461261783628,8.517193191416238,1.0,0,0,3,6.937314081223682,1030,4.276666119016055,8,3519,0,2,186,612500.0
3.0,1.75,7.52294091807237,8.946895523888447,1.0,0,0,3,7.1853870155804165,530,3.737669618283368,7,1572,9,11,187,218000.0
4.0,1.75,7.517520850603031,9.279866434624793,1.0,0,0,3,6.866933284461883,880,4.143134726391533,17,1846,2,46,188,404000.0
4.0,2.0,8.226840890408576,10.386438255536063,2.0,0,0,3,7.371489295214277,0,3.0445224377234235,0,2942,3,9,189,860000.0
3.0,1.5,7.258412150595308,9.057189192482008,1.0,0,0,3,7.258412150595308,0,4.07753744390572,18,2371,9,11,190,136500.0
3.0,1.0,7.319864929808969,8.713253274320705,1.0,0,0,4,6.756932389247552,650,4.394449154672439,20,3151,0,3,191,313950.0
3.0,1.75,7.6638772587034705,8.779557455883728,1.0,0,2,3,7.064759027791803,960,4.204692619390967,16,1087,0,29,192,575000.0
4.0,2.25,8.157657015196472,8.840145877949938,2.0,0,0,4,7.731930721948487,1210,4.532599493153255,0,1512,0,29,193,1225000.0
3.0,1.75,7.396335293800808,9.375854810453756,1.0,0,0,4,7.396335293800808,0,3.912023005428147,0,206,18,45,194,280000.0
3.0,2.5,7.489970898834801,8.877242435993919,2.0,0,0,3,7.489970898834801,0,3.4657359027997265,0,4197,8,8,195,515000.0
4.0,2.5,7.600902459542082,8.64541048921699,2.0,0,0,3,7.600902459542082,0,3.218875824868201,0,2921,16,32,196,513000.0
4.0,2.25,7.72312009226633,10.306616600846743,2.0,0,0,4,7.244227515603349,860,3.7841896339182615,0,1306,2,4,197,599000.0
4.0,2.5,8.016317898503416,8.970050661827,2.0,0,0,3,8.016317898503416,0,3.0910424533583165,0,1117,8,8,198,685000.0
3.0,1.5,7.177782416195197,9.006999447958153,1.0,0,0,3,7.177782416195197,0,4.262679877041316,16,3656,0,14,199,365000.0
4.0,2.5,8.263590432617319,9.585346272599637,2.0,0,0,3,7.371489295214277,0,3.5263605246161616,21,4241,8,8,200,762300.0
